gname,chromosome,orientation,start,end
YLR105C,chrXII,-,347046,348180
snR79,chrXII,-,348426,348510
YLR106C,chrXII,-,349005,363738
YLR107W,chrXII,+,364115,365330
snR6,chrXII,+,366234,366346
YLR108C,chrXII,-,366666,368124
YLR109W,chrXII,+,368780,369311
YLR110C,chrXII,-,369696,370098
YLR111W,chrXII,+,370390,370723
YLR112W,chrXII,+,370790,371210
YLR113W,chrXII,+,371619,372927
tR(ACG)L,chrXII,+,374354,374427
YLR114C,chrXII,-,374943,377238
YLR115W,chrXII,+,377984,380564
YLR116W,chrXII,+,380821,382252
YLR117C,chrXII,-,382470,384534
YLR118C,chrXII,-,384724,385408
YLR119W,chrXII,+,385533,386175
YLR120C,chrXII,-,386510,388220
YLR120W-A,chrXII,+,388671,388773
YLR121C,chrXII,-,388743,390270
YLR122C,chrXII,-,390953,391331
YLR123C,chrXII,-,391077,391407
YLR124W,chrXII,+,391599,391944
YLR125W,chrXII,+,393483,393894
YLR126C,chrXII,-,394764,395520
YLR127C,chrXII,-,395757,398319
YLR128W,chrXII,+,398529,399433
YLR129W,chrXII,+,399656,402488
YLR130C,chrXII,-,402793,404062
YLR131C,chrXII,-,404509,406822
YLR132C,chrXII,-,407282,408155
YLR133W,chrXII,+,408444,410193
YLR134W,chrXII,+,410722,412414
YLR135W,chrXII,+,413280,415527
YLR136C,chrXII,-,415800,416658
YLR137W,chrXII,+,417005,418109
YLR138W,chrXII,+,418436,421394
YLR139C,chrXII,-,421541,423473
YLR140W,chrXII,+,423473,423800
YLR141W,chrXII,+,423682,424774
YLR142W,chrXII,+,425185,426616
tD(GUC)L1,chrXII,+,427131,427203
YLR143W,chrXII,+,427328,429386
YLR144C,chrXII,-,429676,432016
YLR145W,chrXII,+,432167,432773
YLR146C,chrXII,-,432822,433725
YLR146W-A,chrXII,+,433869,434058
YLR147C,chrXII,-,434157,434463
YLR148W,chrXII,+,434640,437397
YLR149C,chrXII,-,437630,439823
YLR149C-A,chrXII,-,440369,440456
YLR150W,chrXII,+,440466,441288
YLR151C,chrXII,-,441714,442737
YLR152C,chrXII,-,442957,444688
YLR153C,chrXII,-,445523,447575
YLR154C,chrXII,-,447981,448314
tQ(UUG)L,chrXII,-,448649,448721
RDN25-1,chrXII,-,451785,455181
RDN37-1,chrXII,-,451785,457732
YLR154W-A,chrXII,+,452437,452623
YLR154W-B,chrXII,+,454391,454556
YLR154W-C,chrXII,+,454695,455070
RDN58-1,chrXII,-,455413,455571
YLR154W-E,chrXII,+,455432,455636
YLR154W-F,chrXII,+,455882,456023
RDN18-1,chrXII,-,455932,457732
RDN5-1,chrXII,+,459675,459796
RDN37-2,chrXII,-,460922,466869
RDN25-2,chrXII,-,460922,464318
YLR154C-G,chrXII,-,462521,462671
RDN58-2,chrXII,-,464550,464708
RDN18-2,chrXII,-,465069,466869
RDN5-2,chrXII,+,468812,468931
YLR154C-H,chrXII,-,468826,468958
YLR155C,chrXII,-,469316,470405
YLR156W,chrXII,+,472112,472457
RDN5-3,chrXII,+,472464,472583
YLR156C-A,chrXII,-,472478,472610
YLR157C,chrXII,-,472968,474057
YLR157W-D,chrXII,+,475763,475976
YLR157C-B,chrXII,-,476332,481601
YLR157C-A,chrXII,-,480278,481601
YLR157W-E,chrXII,+,481872,482037
RDN5-4,chrXII,+,482044,482163
YLR157C-C,chrXII,-,482058,482190
YLR158C,chrXII,-,482548,483637
YLR159W,chrXII,+,485344,485689
RDN5-5,chrXII,+,485696,485815
YLR159C-A,chrXII,-,485710,485842
YLR160C,chrXII,-,486200,487289
YLR161W,chrXII,+,488996,489341
RDN5-6,chrXII,+,489348,489469
YLR162W,chrXII,+,489572,489929
YLR162W-A,chrXII,+,490405,490594
YLR163C,chrXII,-,491865,493254
YLR163W-A,chrXII,+,492811,492925
YLR164W,chrXII,+,493882,494389
YLR165C,chrXII,-,494493,495258
YLR166C,chrXII,-,495428,498044
YLR167W,chrXII,+,498946,499405
YLR168C,chrXII,-,499577,500270
YLR169W,chrXII,+,500334,500688
YLR170C,chrXII,-,500578,501049
YLR171W,chrXII,+,500732,501122
YLR172C,chrXII,-,501259,502162
YLR173W,chrXII,+,502420,504247
YLR174W,chrXII,+,504590,505829
YLR175W,chrXII,+,506133,507585
YLR176C,chrXII,-,507796,510232
YLR177W,chrXII,+,511053,512940
YLR178C,chrXII,-,513161,513821
YLR179C,chrXII,-,514107,514713
YLR180W,chrXII,+,515261,516410
YLR181C,chrXII,-,516677,517670
YLR182W,chrXII,+,517939,520351
YLR183C,chrXII,-,520542,522012
YLR184W,chrXII,+,522105,522453
YLR185W,chrXII,+,522662,523288
YLR186W,chrXII,+,523631,524390
YLR187W,chrXII,+,524864,527945
YLR188W,chrXII,+,528299,530387
YLR189C,chrXII,-,530796,534393
YLR190W,chrXII,+,535213,536689
YLR191W,chrXII,+,537271,538432
YLR192C,chrXII,-,538791,539589
YLR193C,chrXII,-,540008,540536
YLR194C,chrXII,-,540808,541573
YLR195C,chrXII,-,541936,543304
YLR196W,chrXII,+,543967,545698
YLR197W,chrXII,+,546096,547611
YLR198C,chrXII,-,547285,547645
YLR199C,chrXII,-,547852,548769
YLR200W,chrXII,+,549011,549356
YLR201C,chrXII,-,549510,550293
YLR202C,chrXII,-,550193,550636
YLR203C,chrXII,-,550649,551960
YLR204W,chrXII,+,552269,552605
YLR205C,chrXII,-,552723,553677
YLR206W,chrXII,+,554577,556419
YLR207W,chrXII,+,556787,559289
YLR208W,chrXII,+,559550,560444
YLR209C,chrXII,-,560796,561732
YLR210W,chrXII,+,562007,563390
YLR211C,chrXII,-,563791,564531
YLR212C,chrXII,-,564859,566281
YLR213C,chrXII,-,566653,567922
YLR214W,chrXII,+,568566,570627
YLR215C,chrXII,-,570775,571858
YLR216C,chrXII,-,572095,573211
YLR217W,chrXII,+,572908,573232
YLR218C,chrXII,-,573465,573918
YLR219W,chrXII,+,574150,576337
YLR220W,chrXII,+,576824,577793
YLR221C,chrXII,-,578361,579024
YLR222C,chrXII,-,579317,581771
YLR222C-A,chrXII,-,582005,582236
YLR223C,chrXII,-,582232,585490
YLR224W,chrXII,+,586463,587573
YLR225C,chrXII,-,587694,588918
YLR226W,chrXII,+,589353,590541
YLR227C,chrXII,-,590561,592043
tL(UAG)L1,chrXII,-,592518,592619
YLR227W-B,chrXII,+,593437,598706
YLR227W-A,chrXII,+,593437,594760
YLR228C,chrXII,-,600018,602463
YLR229C,chrXII,-,604211,604787
YLR230W,chrXII,+,604573,604879
tI(UAU)L,chrXII,-,605299,605432
YLR231C,chrXII,-,605757,607119
YLR232W,chrXII,+,606829,607177
YLR233C,chrXII,-,607424,609524
YLR234W,chrXII,+,609782,611753
YLR235C,chrXII,-,611531,611930
YLR236C,chrXII,-,611793,612117
YLR237W,chrXII,+,612366,614163
YLR238W,chrXII,+,614754,616191
YLR239C,chrXII,-,616331,617318
YLR240W,chrXII,+,617532,620160
YLR241W,chrXII,+,620472,622821
YLR242C,chrXII,-,622917,623883
YLR243W,chrXII,+,624202,625021
YLR244C,chrXII,-,625167,626331
YLR245C,chrXII,-,626501,626930
YLR246W,chrXII,+,627117,628197
tL(CAA)L,chrXII,+,628382,628497
YLR247C,chrXII,-,628683,633354
YLR248W,chrXII,+,634251,636084
YLR249W,chrXII,+,636779,639914
YLR250W,chrXII,+,640316,641021
YLR251W,chrXII,+,641463,642057
YLR252W,chrXII,+,641956,642262
YLR253W,chrXII,+,642626,644336
YLR254C,chrXII,-,644403,644973
YLR255C,chrXII,-,645599,645953
YLR256W,chrXII,+,646414,650923
YLR256W-A,chrXII,+,651116,652439
tA(AGC)L,chrXII,-,656933,657006
YLR257W,chrXII,+,658825,659791
YLR258W,chrXII,+,660715,662833
YLR259C,chrXII,-,663283,665002
YLR260W,chrXII,+,665843,667907
YLR261C,chrXII,-,668236,668563
YLR262C,chrXII,-,668243,668891
YLR262C-A,chrXII,-,669467,669662
YLR263W,chrXII,+,670339,672823
YLR264W,chrXII,+,673130,673334
YLR264C-A,chrXII,-,673827,673944
YLR265C,chrXII,-,674426,675455
YLR266C,chrXII,-,675618,677724
YLR267W,chrXII,+,678211,679924
YLR268W,chrXII,+,680199,680844
YLR269C,chrXII,-,680865,681216
YLR270W,chrXII,+,681185,682238
YLR271W,chrXII,+,682736,683561
YLR272C,chrXII,-,683671,687202
tV(AAC)L,chrXII,-,687858,687932
YLR273C,chrXII,-,689082,691029
YLR274W,chrXII,+,691554,693882
YLR275W,chrXII,+,694377,694800
YLR276C,chrXII,-,695045,696830
YLR277C,chrXII,-,697155,699495
YLR278C,chrXII,-,699998,704024
YLR279W,chrXII,+,704308,704698
YLR280C,chrXII,-,704482,704833
YLR281C,chrXII,-,704492,704960
YLR282C,chrXII,-,705070,705412
YLR283W,chrXII,+,705185,706130
YLR284C,chrXII,-,706197,707040
YLR285W,chrXII,+,707359,708145
YLR285C-A,chrXII,-,708167,708338
YLR286C,chrXII,-,708447,710136
YLR286W-A,chrXII,+,708561,708696
YLR287C,chrXII,-,710990,712058
YLR287C-A,chrXII,-,712536,713158
YLR288C,chrXII,-,713479,714904
YLR289W,chrXII,+,715088,717026
YLR290C,chrXII,-,717144,717978
YLR291C,chrXII,-,718316,719462
YLR292C,chrXII,-,719788,720370
YLR293C,chrXII,-,720770,721430
YLR294C,chrXII,-,721700,722030
YLR295C,chrXII,-,721998,722373
YLR296W,chrXII,+,722977,723304
YLR297W,chrXII,+,724043,724433
YLR298C,chrXII,-,724720,725416
YLR299W,chrXII,+,726068,728051
YLR299C-A,chrXII,-,727910,728003
YLR300W,chrXII,+,728954,730301
YLR301W,chrXII,+,730824,731559
tL(UAG)L2,chrXII,+,732089,732190
YLR302C,chrXII,-,732190,732553
YLR303W,chrXII,+,732541,733876
tI(AAU)L1,chrXII,+,734801,734875
YLR304C,chrXII,-,735211,737548
YLR305C,chrXII,-,738160,743863
YLR306W,chrXII,+,744150,744851
YLR307W,chrXII,+,745619,746525
YLR307C-A,chrXII,-,746847,747111
YLR308W,chrXII,+,747936,748875
YLR309C,chrXII,-,749033,751769
YLR310C,chrXII,-,752223,756993
YLR311C,chrXII,-,757264,757612
YLR312C,chrXII,-,757636,758833
YLR312W-A,chrXII,+,759479,760241
YLR313C,chrXII,-,760749,762342
YLR314C,chrXII,-,762574,764137
YLR315W,chrXII,+,764807,765269
YLR316C,chrXII,-,765265,766358
YLR317W,chrXII,+,765654,766089
YLR318W,chrXII,+,766541,769196
YLR319C,chrXII,-,769317,771684
YLR320W,chrXII,+,771939,776304
YLR321C,chrXII,-,776583,777864
YLR322W,chrXII,+,777627,777942
YLR323C,chrXII,-,778172,778952
YLR324W,chrXII,+,779214,780786
YLR325C,chrXII,-,781142,781379
YLR326W,chrXII,+,782173,782896
YLR327C,chrXII,-,783126,783387
tS(GCU)L,chrXII,+,784353,784453
YLR328W,chrXII,+,784912,786118
YLR329W,chrXII,+,786441,787333
YLR330W,chrXII,+,787663,789679
YLR331C,chrXII,-,790668,791046
YLR332W,chrXII,+,790675,791806
tD(GUC)L2,chrXII,+,793917,793989
snR61,chrXII,-,794485,794575
snR55,chrXII,-,794696,794794
snR57,chrXII,-,794936,795024
YLR333C,chrXII,-,795572,795899
YLR334C,chrXII,-,796697,797078
tE(UUC)L,chrXII,+,797177,797249
YLR335W,chrXII,+,797429,799592
YLR336C,chrXII,-,799696,802396
YLR337C,chrXII,-,802652,805106
YLR338W,chrXII,+,804345,805203
YLR339C,chrXII,-,805783,806335
YLR340W,chrXII,+,805886,806825
YLR341W,chrXII,+,807384,808818
YLR342W,chrXII,+,809996,815627
YLR342W-A,chrXII,+,815809,815983
YLR343W,chrXII,+,816093,817761
tR(CCG)L,chrXII,+,818608,818680
YLR344W,chrXII,+,819311,820142
YLR345W,chrXII,+,820510,822040
YLR346C,chrXII,-,822286,822592
YLR347C,chrXII,-,823827,826413
YLR347W-A,chrXII,+,824788,824929
YLR348C,chrXII,-,826976,827873
YLR349W,chrXII,+,827520,828027
YLR350W,chrXII,+,828729,829380
YLR351C,chrXII,-,829488,830364
YLR352W,chrXII,+,831115,833539
YLR353W,chrXII,+,834351,836163
YLR354C,chrXII,-,836349,837357
YLR355C,chrXII,-,838065,839253
YLR356W,chrXII,+,840320,840914
YLR357W,chrXII,+,841330,844000
YLR358C,chrXII,-,843486,844050
YLR359W,chrXII,+,844281,845730
YLR360W,chrXII,+,846102,847422
YLR361C,chrXII,-,847387,849124
YLR361C-A,chrXII,-,849382,849679
YLR362W,chrXII,+,849865,852019
YLR363C,chrXII,-,852494,853151
YLR363W-A,chrXII,+,853460,853718
YLR364W,chrXII,+,854061,854391
YLR365W,chrXII,+,855198,855531
YLR364C-A,chrXII,-,855522,855645
YLR366W,chrXII,+,855537,855843
YLR367W,chrXII,+,856441,857317
snR44,chrXII,+,856709,856920
YLR368W,chrXII,+,857539,859336
YLR369W,chrXII,+,859551,861525
YLR370C,chrXII,-,861717,862254
YLR371W,chrXII,+,862713,866784
YLR372W,chrXII,+,867353,868391
YLR373C,chrXII,-,868661,871367
YLR374C,chrXII,-,871452,871842
YLR375W,chrXII,+,871696,872728
YLR376C,chrXII,-,872825,873554
YLR377C,chrXII,-,873745,874792
tK(UUU)L,chrXII,+,875375,875471
YLR378C,chrXII,-,875735,877178
YLR379W,chrXII,+,876921,877296
YLR380W,chrXII,+,878281,879508
YLR381W,chrXII,+,879722,881924
YLR382C,chrXII,-,882066,884751
YLR383W,chrXII,+,885287,888632
YLR384C,chrXII,-,888850,892900
YLR385C,chrXII,-,892991,893390
YLR386W,chrXII,+,893627,896270
YLR387C,chrXII,-,896373,897672
YLR388W,chrXII,+,898650,898821
snR34,chrXII,+,899179,899382
YLR389C,chrXII,-,899576,902660
YLR390W,chrXII,+,903065,903404
YLR390W-A,chrXII,+,903723,904440
YLR392C,chrXII,-,904748,906305
YLR393W,chrXII,+,907078,907918
YLR394W,chrXII,+,907949,909398
YLR395C,chrXII,-,909728,909965
YLR396C,chrXII,-,910234,912310
YLR397C,chrXII,-,912549,914892
YLR398C,chrXII,-,915155,919019
YLR399C,chrXII,-,919535,921596
YLR399W-A,chrXII,+,920868,920973
YLR400W,chrXII,+,922062,922536
YLR401C,chrXII,-,922441,924448
YLR402W,chrXII,+,924888,925080
YLR403W,chrXII,+,925567,927619
YLR404W,chrXII,+,928742,929600
YLR405W,chrXII,+,929788,930892
YLR406C,chrXII,-,931064,931755
YLR406C-A,chrXII,-,932205,932355
YLR407W,chrXII,+,932966,933653
YLR408C,chrXII,-,933884,934253
YLR409C,chrXII,-,934413,937233
YLR410W,chrXII,+,937540,940981
YLR410W-B,chrXII,+,941482,946796
YLR410W-A,chrXII,+,941482,942799
YLR411W,chrXII,+,947252,947978
YLR412W,chrXII,+,948367,949192
YLR412C-A,chrXII,-,950266,950473
YLR413W,chrXII,+,951155,953183
YLR414C,chrXII,-,953352,954144
YLR415C,chrXII,-,954258,954597
YLR416C,chrXII,-,954490,954889
YLR417W,chrXII,+,955009,956710
YLR418C,chrXII,-,956913,958095
YLR419W,chrXII,+,958427,962735
tL(UAA)L,chrXII,-,962971,963055
YLR420W,chrXII,+,963784,964879
YLR421C,chrXII,-,965089,965560
YLR422W,chrXII,+,965896,971695
YLR423C,chrXII,-,971916,973170
YLR424W,chrXII,+,973394,975521
tN(GUU)L,chrXII,-,975982,976056
YLR425W,chrXII,+,982893,986817
YLR426W,chrXII,+,987061,988113
YLR427W,chrXII,+,988427,990440
YLR428C,chrXII,-,990616,990961
YLR429W,chrXII,+,990776,992732
YLR430W,chrXII,+,993433,1000129
YLR431C,chrXII,-,1000341,1001703
YLR432W,chrXII,+,1002556,1004128
YLR433C,chrXII,-,1004346,1006008
YLR434C,chrXII,-,1006024,1006408
YLR435W,chrXII,+,1006377,1006995
YLR436C,chrXII,-,1007420,1011245
YLR437C,chrXII,-,1011621,1012023
YLR437C-A,chrXII,-,1012458,1012686
YLR438W,chrXII,+,1012500,1013775
YLR438C-A,chrXII,-,1013908,1014178
YLR439W,chrXII,+,1014490,1015450
YLR440C,chrXII,-,1015567,1017697
YLR441C,chrXII,-,1018140,1018908
YLR442C,chrXII,-,1019314,1022251
YLR443W,chrXII,+,1022624,1023971
YLR444C,chrXII,-,1023685,1023988
YLR445W,chrXII,+,1024188,1024837
YLR446W,chrXII,+,1025213,1026515
YLR447C,chrXII,-,1026855,1027893
YLR448W,chrXII,+,1028853,1029768
YLR449W,chrXII,+,1030833,1032012
YLR450W,chrXII,+,1032626,1035764
YLR451W,chrXII,+,1036092,1038753
YLR452C,chrXII,-,1039269,1041366
YLR453C,chrXII,-,1041798,1042986
YLR454W,chrXII,+,1043997,1051884
tI(AAU)L2,chrXII,-,1052070,1052144
YLR455W,chrXII,+,1053628,1054543
YLR456W,chrXII,+,1055069,1055684
YLR457C,chrXII,-,1055811,1056771
YLR458W,chrXII,+,1056454,1056835
YLR459W,chrXII,+,1057333,1058518
YLR460C,chrXII,-,1059756,1060887
YLR461W,chrXII,+,1062918,1063281
YLR462W,chrXII,+,1065955,1066564
YLR463C,chrXII,-,1066264,1066816
YLR464W,chrXII,+,1066571,1067501
YLR465C,chrXII,-,1067044,1067353
YLR466W,chrXII,+,1067086,1071235
YLR466C-A,chrXII,-,1070386,1070869
YLR466C-B,chrXII,-,1071593,1071710
YLR467W,chrXII,+,1072507,1077898
YLR467C-A,chrXII,-,1077049,1077532
YML133C,chrXIII,-,460,4684
YML133W-B,chrXIII,+,826,1309
YML133W-A,chrXIII,+,1609,2185
YML132W,chrXIII,+,7243,8383
YML131W,chrXIII,+,10197,11295
YML130C,chrXIII,-,11482,13174
YML129C,chrXIII,-,14540,14753
YML128C,chrXIII,-,15134,16676
YML127W,chrXIII,+,17063,18809
YML126C,chrXIII,-,19059,20535
YML125C,chrXIII,-,20760,21699
YML124C,chrXIII,-,22047,23683
YML123C,chrXIII,-,24036,25800
YML122C,chrXIII,-,26037,26418
YML121W,chrXIII,+,26929,27862
YML120C,chrXIII,-,28265,29807
YML119W,chrXIII,+,30610,31684
YML118W,chrXIII,+,32333,33851
YML117W,chrXIII,+,34242,37647
YML116W-A,chrXIII,+,37471,37774
YML116W,chrXIII,+,38195,39824
YML115C,chrXIII,-,40186,41794
YML114C,chrXIII,-,42042,43575
YML113W,chrXIII,+,44044,44791
YML112W,chrXIII,+,45062,45953
YML111W,chrXIII,+,46941,49704
YML110C,chrXIII,-,50030,50954
YML109W,chrXIII,+,51639,54468
YML108W,chrXIII,+,54792,55110
YML107C,chrXIII,-,55264,56269
YML106W,chrXIII,+,56772,57453
YML105C,chrXIII,-,57865,58687
YML104C,chrXIII,-,58938,62322
YML103C,chrXIII,-,62581,67549
snR85,chrXIII,-,67767,67938
YML102W,chrXIII,+,68293,69700
YML101C-A,chrXIII,-,69408,69726
YML101C,chrXIII,-,69734,70088
YML100W-A,chrXIII,+,70137,70311
YML100W,chrXIII,+,70623,73920
YML099W-A,chrXIII,+,74228,74558
YML099C,chrXIII,-,74397,77040
YML098W,chrXIII,+,77266,77770
YML097C,chrXIII,-,78334,79690
YML096W,chrXIII,+,79908,81486
YML095C,chrXIII,-,81480,82113
YML094C-A,chrXIII,-,82218,82620
YML094W,chrXIII,+,82274,82849
YML093W,chrXIII,+,83089,85789
YML092C,chrXIII,-,85986,86739
YML091C,chrXIII,-,87122,90731
YML090W,chrXIII,+,90743,91130
YML089C,chrXIII,-,91040,91409
YML088W,chrXIII,+,92234,94241
YML087C,chrXIII,-,94430,95369
YML086C,chrXIII,-,95790,97371
YML085C,chrXIII,-,97940,99400
YML084W,chrXIII,+,99488,99797
YML083C,chrXIII,-,99793,101050
YML082W,chrXIII,+,101861,103811
YML081C-A,chrXIII,-,103982,104162
YML081W,chrXIII,+,104776,108532
YML080W,chrXIII,+,108805,110077
YML079W,chrXIII,+,110246,110852
YML078W,chrXIII,+,111001,111550
YML077W,chrXIII,+,111864,112344
YML076C,chrXIII,-,112512,115347
YML075C,chrXIII,-,115733,118898
YML074C,chrXIII,-,120088,121324
YML073C,chrXIII,-,123226,124172
YML072C,chrXIII,-,124729,129367
YML071C,chrXIII,-,129748,131572
tR(UCU)M2,chrXIII,-,131824,131896
YML070W,chrXIII,+,133474,135229
YML069W,chrXIII,+,135499,137158
YML068W,chrXIII,+,137549,138944
YML067C,chrXIII,-,139062,140214
YML066C,chrXIII,-,140423,141533
YML065W,chrXIII,+,142209,144954
YML064C,chrXIII,-,145138,145876
YML063W,chrXIII,+,146481,147249
YML062C,chrXIII,-,147504,148683
YML061C,chrXIII,-,148952,151532
YML060W,chrXIII,+,151870,153001
YML059C,chrXIII,-,153218,158258
YML058W-A,chrXIII,+,158759,158966
YML058W,chrXIII,+,159382,159697
YML057C-A,chrXIII,-,160022,160412
YML057W,chrXIII,+,160179,161994
YML056C,chrXIII,-,162193,164176
snR54,chrXIII,-,163534,163620
YML055W,chrXIII,+,164789,165326
YML054C,chrXIII,-,165532,167308
YML054C-A,chrXIII,-,167622,167781
tY(GUA)M1,chrXIII,+,168794,168883
YML053C,chrXIII,-,169115,169754
YML052W,chrXIII,+,170401,171310
YML051W,chrXIII,+,171593,172901
YML050W,chrXIII,+,173138,174074
YML049C,chrXIII,-,174219,178305
YML048W,chrXIII,+,178425,179637
YML047W-A,chrXIII,+,179892,180258
YML047C,chrXIII,-,180016,181075
YML046W,chrXIII,+,181473,183363
tG(GCC)M,chrXIII,-,183897,183968
YML045W-A,chrXIII,+,184460,185783
YML045W,chrXIII,+,184460,189729
YML043C,chrXIII,-,190243,191767
YML042W,chrXIII,+,192787,194800
YML041C,chrXIII,-,194912,195755
tP(UGG)M,chrXIII,-,196067,196170
YML040W,chrXIII,+,196627,197950
YML039W,chrXIII,+,196627,201896
YML038C,chrXIII,-,202774,204103
YML037C,chrXIII,-,204385,205408
YML036W,chrXIII,+,205641,206293
YML035C,chrXIII,-,206427,208860
YML034C-A,chrXIII,-,209427,209826
YML034W,chrXIII,+,209524,212155
YML032C,chrXIII,-,212514,213930
YML031C-A,chrXIII,-,214085,214421
YML031W,chrXIII,+,214188,216156
YML030W,chrXIII,+,216434,216914
YML029W,chrXIII,+,217361,219878
YML028W,chrXIII,+,220137,220728
YML027W,chrXIII,+,221405,222563
YML026C,chrXIII,-,222986,223828
YML025C,chrXIII,-,224405,225365
YML024W,chrXIII,+,225888,226697
YML023C,chrXIII,-,226993,228664
YML022W,chrXIII,+,228936,229500
YML021C,chrXIII,-,229733,230813
YML020W,chrXIII,+,231148,233143
YML019W,chrXIII,+,233456,234455
YML018C,chrXIII,-,234770,235952
YML017W,chrXIII,+,236587,238731
YML016C,chrXIII,-,239457,241536
YML015C,chrXIII,-,241988,243029
YML014W,chrXIII,+,243224,244064
YML013W,chrXIII,+,244148,245903
YML012C-A,chrXIII,-,245536,245914
YML012W,chrXIII,+,246115,246751
YML011C,chrXIII,-,246894,247428
YML010W,chrXIII,+,247676,250868
YML009W-B,chrXIII,+,250434,250911
YML009C-A,chrXIII,-,250674,251001
YML009C,chrXIII,-,251303,251516
YML008C,chrXIII,-,251838,252990
YML007C-A,chrXIII,-,253161,253272
YML007W,chrXIII,+,253847,255800
YML006C,chrXIII,-,256091,258416
tS(AGA)M,chrXIII,-,259157,259239
YML005W,chrXIII,+,260220,261609
YML004C,chrXIII,-,261704,262685
YML003W,chrXIII,+,263482,264355
YML002W,chrXIII,+,264540,266754
YML001W,chrXIII,+,267173,267800
YMR001C,chrXIII,-,269018,271136
YMR001C-A,chrXIII,-,271346,271577
YMR002W,chrXIII,+,272192,272663
YMR003W,chrXIII,+,273117,273714
YMR004W,chrXIII,+,274016,275552
YMR005W,chrXIII,+,276044,277211
YMR006C,chrXIII,-,277560,279681
YMR007W,chrXIII,+,279959,280340
YMR008C,chrXIII,-,280589,282584
YMR009W,chrXIII,+,284101,284641
YMR010W,chrXIII,+,285099,286317
YMR011W,chrXIII,+,288078,289704
tE(UUC)M,chrXIII,+,290800,290872
YMR012W,chrXIII,+,291133,294967
YMR013C,chrXIII,-,295178,296738
YMR013C-A,chrXIII,-,296470,296620
snR78,chrXIII,+,297277,297364
snR77,chrXIII,+,297505,297593
snR76,chrXIII,+,297724,297833
snR75,chrXIII,+,297917,298006
snR74,chrXIII,+,298137,298225
snR73,chrXIII,+,298306,298412
YMR013W-A,chrXIII,+,298310,298391
snR72,chrXIII,+,298553,298651
YMR014W,chrXIII,+,298867,300427
YMR015C,chrXIII,-,300868,302485
YMR016C,chrXIII,-,303235,305593
YMR017W,chrXIII,+,307488,308682
YMR018W,chrXIII,+,310207,311752
YMR019W,chrXIII,+,312155,315005
YMR020W,chrXIII,+,315376,316903
YMR021C,chrXIII,-,317164,318418
YMR022W,chrXIII,+,318679,319177
YMR023C,chrXIII,-,319436,321017
tA(AGC)M1,chrXIII,-,321146,321219
YMR024W,chrXIII,+,321874,323047
YMR025W,chrXIII,+,323299,324187
YMR026C,chrXIII,-,324235,325435
YMR027W,chrXIII,+,325876,327289
YMR028W,chrXIII,+,327481,328582
YMR029C,chrXIII,-,328659,330231
YMR030W,chrXIII,+,330792,331923
YMR031C,chrXIII,-,332211,334743
YMR031W-A,chrXIII,+,334708,335035
YMR032W,chrXIII,+,335297,337307
YMR030W-A,chrXIII,+,337312,337603
YMR033W,chrXIII,+,337787,339277
YMR034C,chrXIII,-,339417,340722
YMR035W,chrXIII,+,341141,341675
YMR036C,chrXIII,-,341855,343520
YMR037C,chrXIII,-,344402,346517
YMR038C,chrXIII,-,347510,348260
YMR039C,chrXIII,-,348643,349522
YMR040W,chrXIII,+,350380,350863
YMR041C,chrXIII,-,350965,351973
tF(GAA)M,chrXIII,+,352279,352370
YMR042W,chrXIII,+,352602,353136
YMR043W,chrXIII,+,353870,354731
YMR044W,chrXIII,+,355383,356811
YMR045C,chrXIII,-,357358,362627
YMR046C,chrXIII,-,361304,362627
YMR046W-A,chrXIII,+,362701,362830
tH(GUG)M,chrXIII,+,363063,363135
YMR047C,chrXIII,-,363363,366705
YMR048W,chrXIII,+,366980,367934
YMR049C,chrXIII,-,368093,370517
tV(AAC)M1,chrXIII,-,372444,372518
YMR050C,chrXIII,-,373056,378325
YMR051C,chrXIII,-,377002,378325
tW(CCA)M,chrXIII,-,379302,379408
YMR052W,chrXIII,+,379585,380200
YMR052C-A,chrXIII,-,380068,380434
YMR053C,chrXIII,-,380345,382898
YMR054W,chrXIII,+,383302,385975
YMR055C,chrXIII,-,386100,387021
YMR056C,chrXIII,-,387314,388244
YMR057C,chrXIII,-,388358,388730
YMR058W,chrXIII,+,388821,390732
YMR059W,chrXIII,+,391098,391485
YMR060C,chrXIII,-,391531,392515
YMR061W,chrXIII,+,392754,394788
YMR062C,chrXIII,-,395053,396379
YMR063W,chrXIII,+,397076,397796
YMR064W,chrXIII,+,397902,399459
YMR065W,chrXIII,+,399701,401216
YMR066W,chrXIII,+,401540,404237
YMR067C,chrXIII,-,404322,405573
YMR068W,chrXIII,+,406303,407584
YMR069W,chrXIII,+,407708,408566
YMR070W,chrXIII,+,409153,410626
YMR071C,chrXIII,-,410761,411265
YMR072W,chrXIII,+,411568,412120
YMR073C,chrXIII,-,412267,412873
YMR074C,chrXIII,-,413035,413473
YMR075W,chrXIII,+,413981,416036
YMR075C-A,chrXIII,-,415687,416053
YMR076C,chrXIII,-,416195,420029
tV(AAC)M2,chrXIII,-,420587,420661
YMR077C,chrXIII,-,421483,422149
YMR078C,chrXIII,-,422502,424728
YMR079W,chrXIII,+,424988,426059
YMR080C,chrXIII,-,426711,429627
YMR081C,chrXIII,-,430078,431095
YMR082C,chrXIII,-,431768,432125
YMR083W,chrXIII,+,434787,435915
YMR084W,chrXIII,+,436627,437416
YMR085W,chrXIII,+,437490,438789
YMR086W,chrXIII,+,439207,442090
