ENSG,chromosome,orientation,gname,start,end
ENSG00000188981,chr4,+,MSANTD1,3244369,3271738
ENSG00000163482,chr2,+,STK36,218672026,218702716
ENSG00000131370,chr3,-,SH3BP5,15254853,15341368
ENSG00000011347,chr11,-,SYT7,61515313,61581148
ENSG00000112245,chr6,+,PTP4A1,63521761,63583587
ENSG00000188782,chr1,+,CATSPER4,26190561,26202968
ENSG00000172725,chr11,-,CORO1B,67435510,67443821
ENSG00000074855,chr19,-,ANO8,17323223,17334829
ENSG00000164879,chr8,+,CA3,85373436,85449040
ENSG00000164713,chr7,+,BRI3,98252379,98310441
ENSG00000186314,chr5,-,PRELID2,145471799,145835369
ENSG00000160959,chr8,+,LRRC14,144517992,144525178
ENSG00000183828,chr14,-,NUDT14,105172938,105181323
ENSG00000213337,chr2,-,ANKRD39,96836611,96858095
ENSG00000100528,chr14,-,CNIH1,54423560,54441431
ENSG00000122481,chr1,+,RWDD3,95234155,95247225
ENSG00000109475,chr4,+,RPL34,108620566,108630412
ENSG00000196388,chr17,-,INCA1,4988130,4997610
ENSG00000176601,chr2,-,MAP3K19,134964491,135047468
ENSG00000256269,chr11,+,HMBS,119084866,119093549
ENSG00000142186,chr11,+,SCYL1,65525077,65538704
ENSG00000102595,chr13,-,UGGT2,95801580,96053482
ENSG00000243649,chr6,+,CFB,31945650,31952084
ENSG00000158856,chr8,+,DMTN,22048995,22082527
ENSG00000061936,chr12,+,SFSWAP,131711081,131799737
ENSG00000164690,chr7,-,SHH,155799986,155812273
ENSG00000104267,chr8,+,CA2,85463852,85481493
ENSG00000189001,chr19,-,SBSN,35523367,35528351
ENSG00000123485,chr2,-,HJURP,233833416,233854566
ENSG00000004142,chr17,-,POLDIP2,28347177,28357522
ENSG00000104081,chr15,-,BMF,40087890,40108892
ENSG00000121281,chr16,+,ADCY7,50246137,50318135
ENSG00000075856,chr12,-,SART3,108522580,108561400
ENSG00000147408,chr8,-,CSGALNACT1,19404161,19758029
ENSG00000050130,chr14,+,JKAMP,59484443,59505410
ENSG00000116874,chr1,-,WARS2,119031216,119140671
ENSG00000134917,chr11,-,ADAMTS8,130404925,130428993
ENSG00000182747,chr6,+,SLC35D3,136922264,136925639
ENSG00000147123,chrX,-,NDUFB11,47142216,47145504
ENSG00000111850,chr6,+,SMIM8,87322583,87399749
ENSG00000241685,chr7,+,ARPC1A,99325898,99388164
ENSG00000166961,chr11,+,MS4A15,60756953,60776732
ENSG00000117394,chr1,-,SLC2A1,42925375,42959173
ENSG00000136319,chr14,-,TTC5,20256558,20305994
ENSG00000113448,chr5,-,PDE4D,58969038,60522120
ENSG00000130758,chr19,+,MAP3K10,40191744,40215575
ENSG00000272636,chr17,-,DOC2B,142789,181636
ENSG00000170209,chr11,+,ANKK1,113387791,113400418
ENSG00000113456,chr5,-,RAD1,34905264,34918989
ENSG00000104941,chr19,-,RSPH6A,45795710,45815319
ENSG00000144724,chr3,+,PTPRG,61561569,62297613
ENSG00000114054,chr3,+,PCCB,136250306,136337896
ENSG00000088930,chr20,+,XRN2,21303304,21389827
ENSG00000174652,chr19,-,ZNF266,9412598,9435578
ENSG00000119457,chr9,-,SLC46A2,112878920,112890913
ENSG00000179981,chr18,+,TSHZ1,75210755,75289950
ENSG00000074266,chr11,+,EED,86244544,86278813
ENSG00000182199,chr12,+,SHMT2,57229327,57234935
ENSG00000187753,chr9,-,C9orf153,86220265,86259657
ENSG00000140968,chr16,+,IRF8,85898803,85922609
ENSG00000070159,chr9,-,PTPN3,109375466,109498313
ENSG00000145687,chr5,-,SSBP2,81413021,81751797
ENSG00000111674,chr12,+,ENO2,6913745,6923698
ENSG00000115520,chr2,+,COQ10B,197453423,197475308
ENSG00000184985,chr4,+,SORCS2,7192538,7742836
ENSG00000131050,chr20,+,BPIFA2,33161768,33181412
ENSG00000116031,chr2,-,CD207,70830214,70835822
ENSG00000119636,chr14,+,BBOF1,74019353,74082863
ENSG00000198283,chr11,-,OR5B21,58507175,58508105
ENSG00000160113,chr19,-,NR2F6,17231883,17245940
ENSG00000175550,chr11,+,DRAP1,65919257,65921561
ENSG00000158545,chr16,+,ZC3H18,88570381,88631966
ENSG00000102098,chrX,-,SCML2,18239314,18354727
ENSG00000054938,chr11,-,CHRDL2,74696429,74731385
ENSG00000099834,chr11,-,CDHR5,616565,626078
ENSG00000188735,chr12,+,TMEM120B,121712752,121783001
ENSG00000249139,chr20,-,EPPIN-WFDC6,45536986,45547426
ENSG00000179387,chr4,+,ELMOD2,140524158,140553770
ENSG00000137218,chr6,-,FRS3,41770176,41786542
ENSG00000113209,chr5,+,PCDHB5,141135218,141138625
ENSG00000005889,chrX,+,ZFX,24149173,24216255
ENSG00000035115,chr2,-,SH3YL1,217730,266398
ENSG00000135870,chr1,-,RC3H1,173931214,174022297
ENSG00000081818,chr5,+,PCDHB4,141121799,141125623
ENSG00000197321,chr10,-,SVIL,29457338,29736781
ENSG00000113212,chr5,+,PCDHB7,141172619,141176383
ENSG00000205339,chr11,+,IPO7,9384622,9448126
ENSG00000135318,chr6,+,NT5E,85449584,85495791
ENSG00000116194,chr1,-,ANGPTL1,178849705,178871052
ENSG00000147655,chr8,-,RSPO2,107899316,108083648
ENSG00000156170,chr8,+,NDUFAF6,94895767,95116455
ENSG00000167508,chr16,-,MVD,88651935,88663161
ENSG00000145491,chr5,+,ROPN1L,10441524,10472029
ENSG00000007952,chrX,-,NOX1,100843324,100874345
ENSG00000085733,chr11,+,CTTN,70398404,70436584
ENSG00000148498,chr10,-,PARD3,34109560,34815325
ENSG00000105717,chr19,-,PBX4,19561707,19618916
ENSG00000185432,chr12,+,METTL7A,50923472,50932517
ENSG00000182264,chr19,-,IZUMO1,48740852,48746909
ENSG00000165046,chr8,+,LETM2,38386207,38409527
ENSG00000088812,chr20,+,ATRN,3471040,3651122
ENSG00000112851,chr5,+,ERBB2IP,65926475,66082549
ENSG00000087495,chr20,+,PHACTR3,59577509,59847711
ENSG00000172932,chr11,+,ANKRD13D,67288547,67302485
ENSG00000168509,chr1,-,HFE2,146017468,146021918
ENSG00000134207,chr1,-,SYT6,114089291,114153919
ENSG00000142319,chr5,-,SLC6A3,1392790,1445430
ENSG00000107581,chr10,-,EIF3A,119033670,119080823
ENSG00000177694,chr3,+,NAALADL2,174438573,175810552
ENSG00000152932,chr5,+,RAB3C,58582221,58859394
ENSG00000152484,chr13,-,USP12,27066142,27171896
ENSG00000104368,chr8,-,PLAT,42175233,42207724
ENSG00000053108,chr5,-,FSTL4,133196455,133612564
ENSG00000134551,chr12,+,PRH2,10929236,10932341
ENSG00000106123,chr7,+,EPHB6,142855061,142871094
ENSG00000159346,chr1,-,ADIPOR1,202940823,202958572
ENSG00000109814,chr4,-,UGDH,39498755,39528311
ENSG00000128683,chr2,+,GAD1,170813213,170861151
ENSG00000118454,chr1,-,ANKRD13C,70260588,70354734
ENSG00000105388,chr19,+,CEACAM5,41708585,41729798
ENSG00000101191,chr20,-,DIDO1,62877738,62937952
ENSG00000186792,chr3,-,HYAL3,50292831,50299468
ENSG00000112038,chr6,+,OPRM1,154010496,154246867
ENSG00000197921,chr1,-,HES5,2528745,2530245
ENSG00000129353,chr19,+,SLC44A2,10602457,10644559
ENSG00000176834,chr12,-,VSIG10,118063593,118136026
ENSG00000151445,chr14,-,VIPAS39,77426675,77457952
ENSG00000177106,chr11,+,EPS8L2,694438,727727
ENSG00000186818,chr19,+,LILRB4,54643889,54670359
ENSG00000162521,chr1,+,RBBP4,32651142,32686211
ENSG00000160908,chr7,-,ZNF394,99486519,99500324
ENSG00000110888,chr12,-,CAPRIN2,30709552,30754951
ENSG00000163812,chr3,-,ZDHHC3,44915257,44976185
ENSG00000187243,chrX,-,MAGED4B,52061827,52069248
ENSG00000171940,chr20,-,ZNF217,53567065,53609907
ENSG00000143153,chr1,+,ATP1B1,169105697,169132722
ENSG00000127993,chr7,+,RBM48,92528773,92538005
ENSG00000066294,chr1,-,CD84,160541095,160579516
ENSG00000157426,chr4,-,AASDH,56338287,56387508
ENSG00000156413,chr19,-,FUT6,5830610,5839731
ENSG00000099219,chr9,-,ERMP1,5765076,5833117
ENSG00000144566,chr3,+,RAB5A,19947079,19985175
ENSG00000213638,chr19,+,ADAT3,1905378,1913447
ENSG00000103490,chr16,-,PYCARD,31201485,31203450
ENSG00000159720,chr16,-,ATP6V0D1,67438014,67481237
ENSG00000014138,chr11,+,POLA2,65261762,65305589
ENSG00000108468,chr17,-,CBX1,48070052,48101521
ENSG00000205097,chr4,-,FRG2,190024351,190027257
ENSG00000004961,chrX,+,HCCS,11111301,11123078
ENSG00000157315,chr16,-,TMED6,69343248,69351809
ENSG00000070047,chr11,+,PHRF1,576486,612222
ENSG00000067992,chrX,+,PDK3,24465221,24539837
ENSG00000146143,chr6,+,PRIM2,57314805,57646849
ENSG00000166329,chr17,-,CCDC182,57744481,57745312
ENSG00000172301,chr17,-,COPRS,31851864,31859337
ENSG00000131016,chr6,+,AKAP12,151239999,151358557
ENSG00000172519,chr19,+,OR10H5,15793951,15795082
ENSG00000166333,chr11,+,ILK,6603708,6610874
ENSG00000105519,chr19,+,CAPS,5911707,5916208
ENSG00000115163,chr2,+,CENPA,26764289,26801067
ENSG00000066422,chr3,-,ZBTB11,101648889,101677495
ENSG00000215277,chr14,+,RNF212B,23185316,23273477
ENSG00000261221,chr19,+,ZNF865,55605405,55617269
ENSG00000166359,chr19,+,WDR88,33132090,33175795
ENSG00000146469,chr6,+,VIP,152750798,152759765
ENSG00000103018,chr16,+,CYB5B,69424525,69466266
ENSG00000080224,chr3,+,EPHA6,96814581,97752460
ENSG00000115561,chr2,-,CHMP3,86503431,86563479
ENSG00000057704,chr12,-,TMCC3,94567124,94650562
ENSG00000141425,chr18,-,RPRD1A,35984387,36067576
ENSG00000168476,chr8,-,REEP4,22138020,22141951
ENSG00000130383,chr19,-,FUT5,5865826,5870540
ENSG00000065609,chr6,-,SNAP91,83552880,83709691
ENSG00000179399,chr13,+,GPC5,91398607,92873682
ENSG00000134200,chr1,+,TSHB,115029824,115034309
ENSG00000137501,chr11,-,SYTL2,85694224,85811159
ENSG00000136383,chr15,+,ALPK3,84816680,84873482
ENSG00000119689,chr14,+,DLST,74881891,74903745
ENSG00000135407,chr12,-,AVIL,57797376,57818704
ENSG00000187601,chrX,+,MAGEH1,55452105,55453566
ENSG00000131471,chr17,+,AOC3,42851184,42858130
ENSG00000163795,chr2,-,ZNF513,27377231,27380790
ENSG00000244038,chr1,-,DDOST,20651767,20661544
ENSG00000182903,chr4,-,ZNF721,425815,499156
ENSG00000117122,chr1,-,MFAP2,16974502,16980835
ENSG00000178295,chr2,+,GEN1,17753858,17788941
ENSG00000142230,chr19,+,SAE1,47113274,47210636
ENSG00000233041,chr15,+,PHGR1,40351033,40356434
ENSG00000185896,chr13,+,LAMP1,113297241,113323672
ENSG00000204779,chr9,-,FOXD4L5,65282101,65285209
ENSG00000173372,chr1,+,C1QA,22636506,22639608
ENSG00000132182,chr3,-,NUP210,13316235,13420309
ENSG00000115677,chr2,-,HDLBP,241227264,241317061
ENSG00000185361,chr19,+,TNFAIP8L1,4639518,4655568
ENSG00000134014,chr8,+,ELP3,28089673,28191156
ENSG00000136240,chr7,-,KDELR2,6445953,6484242
ENSG00000182359,chr11,-,KBTBD3,106051098,106077765
ENSG00000179604,chr17,-,CDC42EP4,73283624,73312175
ENSG00000167612,chr12,+,ANKRD33,51887960,51891664
ENSG00000138944,chr22,-,KIAA1644,44243667,44312851
ENSG00000169122,chr8,+,FAM110B,57994509,58204279
ENSG00000107902,chr10,+,LHPP,124461834,124617888
ENSG00000103351,chr16,+,CLUAP1,3500924,3539048
ENSG00000105928,chr7,-,DFNA5,24698353,24758113
ENSG00000196911,chr6,+,KPNA5,116681187,116741866
ENSG00000141433,chr18,+,ADCYAP1,904943,912172
ENSG00000151790,chr4,+,TDO2,155854738,155920406
ENSG00000256660,chr12,+,CLEC12B,10010627,10018619
ENSG00000004660,chr17,-,CAMKK1,3860315,3894891
ENSG00000181904,chr5,+,C5orf24,134845680,134859737
ENSG00000186432,chr3,-,KPNA4,160494995,160565588
ENSG00000164746,chr7,+,C7orf57,48035511,48061304
ENSG00000164185,chr5,+,ZNF474,122129513,122179617
ENSG00000185674,chr2,-,LYG2,99242246,99255282
ENSG00000131503,chr5,+,ANKHD1,140401814,140539856
ENSG00000253598,chr8,-,SLC10A5,81693607,81696174
ENSG00000143476,chr1,+,DTL,212035553,212107400
ENSG00000176454,chr15,-,LPCAT4,34358618,34367278
ENSG00000180089,chr19,-,TMEM86B,55226639,55229264
ENSG00000147869,chr9,-,CER1,14719724,14722717
ENSG00000185800,chr19,-,DMWD,45782947,45792802
ENSG00000196453,chr7,-,ZNF777,149431363,149461123
ENSG00000182334,chr11,-,OR5P3,7825037,7825972
ENSG00000160293,chr9,-,VAV2,133761894,133992604
ENSG00000205212,chr17,-,CCDC144NL,20836447,20896140
ENSG00000057608,chr10,-,GDI2,5765223,5842132
ENSG00000174945,chr7,+,AMZ1,2679522,2775500
ENSG00000036257,chr2,-,CUL3,224470150,224585397
ENSG00000177556,chr5,-,ATOX1,151742316,151772532
ENSG00000123360,chr12,+,PDE1B,54549350,54579239
ENSG00000109674,chr4,+,NEIL3,177309836,177362943
ENSG00000128276,chr22,+,RFPL3,32354885,32361161
ENSG00000182240,chr21,+,BACE2,41167801,41282518
ENSG00000167770,chr11,+,OTUB1,63985853,64001811
ENSG00000148158,chr9,+,SNX30,112750838,112881671
ENSG00000157240,chr7,+,FZD1,91264364,91271326
ENSG00000140832,chr16,+,MARVELD3,71626161,71642114
ENSG00000204070,chr20,+,SYS1,45361937,45376798
ENSG00000140105,chr14,-,WARS,100333788,100376805
ENSG00000213398,chr16,-,LCAT,67939750,67944131
ENSG00000137033,chr9,+,IL33,6215786,6257983
ENSG00000204568,chr6,+,MRPS18B,30617709,30626395
ENSG00000168216,chr6,-,LMBRD1,69675802,69797111
ENSG00000203942,chr10,+,C10orf62,97589727,97590934
ENSG00000198898,chr7,+,CAPZA2,116811070,116922049
ENSG00000131059,chr20,+,BPIFA3,33217310,33227758
ENSG00000266028,chr1,+,SRGAP2,206203345,206464443
ENSG00000116717,chr1,+,GADD45A,67685061,67688338
ENSG00000152818,chr6,+,UTRN,144285701,144853034
ENSG00000133318,chr11,+,RTN3,63681446,63759891
ENSG00000117625,chr1,+,RCOR3,211258377,211316385
ENSG00000130377,chr19,+,ACSBG2,6135247,6193094
ENSG00000179388,chr8,-,EGR3,22687659,22693302
ENSG00000176383,chr12,+,B3GNT4,122203543,122208952
ENSG00000158427,chrX,+,TMSB15B,103918896,103966712
ENSG00000106100,chr7,-,NOD1,30424527,30478784
ENSG00000096401,chr6,+,CDC5L,44387525,44450426
ENSG00000139746,chr13,-,RBM26,79311824,79406477
ENSG00000064545,chr19,-,TMEM161A,19119169,19138513
ENSG00000163638,chr3,-,ADAMTS9,64515654,64688000
ENSG00000123094,chr12,+,RASSF8,25959029,26079892
ENSG00000138400,chr2,-,MDH1B,206737763,206765547
ENSG00000120063,chr17,-,GNA13,65010715,65056839
ENSG00000132005,chr19,-,RFX1,13961538,14007039
ENSG00000125458,chr17,-,NT5C,75130225,75131795
ENSG00000183856,chr1,-,IQGAP3,156525405,156572604
ENSG00000134326,chr2,-,CMPK2,6840570,6866635
ENSG00000171773,chr19,-,NXNL1,17455425,17460954
ENSG00000172986,chr3,+,GXYLT2,72888073,72998138
ENSG00000179083,chrX,+,FAM133A,93674013,93712274
ENSG00000181562,chr14,+,EDDM3A,20731699,20748380
ENSG00000196110,chr19,-,ZNF699,9294275,9309838
ENSG00000152583,chr4,-,SPARCL1,87473335,87531061
ENSG00000179088,chr12,-,C12orf42,103237591,103496010
ENSG00000197641,chr18,+,SERPINB13,63586989,63604639
ENSG00000023608,chr14,+,SNAPC1,61762357,61796428
ENSG00000156261,chr21,-,CCT8,29055805,29073797
ENSG00000188051,chr19,-,TMEM221,17435509,17448567
ENSG00000145833,chr5,+,DDX46,134758771,134855133
ENSG00000136099,chr13,-,PCDH8,52842889,52848641
ENSG00000135218,chr7,+,CD36,80369575,80679277
ENSG00000187537,chr14,-,POTEG,19402486,19434341
ENSG00000184675,chrX,-,AMER1,64185117,64205744
ENSG00000086827,chr11,-,ZW10,113733187,113773811
ENSG00000168040,chr11,+,FADD,70203163,70207390
ENSG00000130479,chr19,+,MAP1S,17719242,17734516
ENSG00000130529,chr19,+,TRPM4,49157741,49211836
ENSG00000114742,chr3,+,WDR48,39051998,39096671
ENSG00000124532,chr6,+,MRS2,24402908,24426194
ENSG00000137843,chr15,+,PAK6,40238759,40277487
ENSG00000205336,chr16,+,ADGRG1,57610652,57665580
ENSG00000171806,chr1,-,METTL18,169792529,169794966
ENSG00000135697,chr16,+,BCO1,81238448,81291142
ENSG00000127837,chr2,-,AAMP,218264123,218270257
ENSG00000035681,chr8,-,NSMAF,58583504,58659844
ENSG00000187533,chr4,+,PRR27,70133616,70176799
ENSG00000174886,chr19,-,NDUFA11,5891276,5904006
ENSG00000124333,chrX,+,VAMP7,155881293,155943769
ENSG00000099331,chr19,+,MYO9B,17075781,17214537
ENSG00000109171,chr4,+,SLAIN2,48341322,48426212
ENSG00000182950,chr15,+,ODF3L1,75723977,75727688
ENSG00000188076,chr11,+,SCGB1C1,193080,194573
ENSG00000159496,chr22,+,RGL4,23688136,23699176
ENSG00000116191,chr1,+,RALGPS2,178725147,178921841
ENSG00000189171,chr1,-,S100A13,153618787,153631360
ENSG00000117697,chr1,-,NSL1,212726153,212791782
ENSG00000177984,chr9,-,LCN15,136759634,136766255
ENSG00000121064,chr17,+,SCPEP1,56978105,57006768
ENSG00000198231,chr17,+,DDX42,63773603,63819317
ENSG00000168081,chr8,+,PNOC,28316986,28343355
ENSG00000164040,chr4,-,PGRMC2,128269237,128288829
ENSG00000183570,chr21,+,PCBP3,45643694,45942454
ENSG00000276085,chr17,-,CCL3L3,36194869,36196758
ENSG00000177947,chr11,+,ODF3,196738,200261
ENSG00000039123,chr5,+,SKIV2L2,55307760,55425581
ENSG00000154102,chr16,-,C16orf74,85690084,85751129
ENSG00000113525,chr5,-,IL5,132541444,132556838
ENSG00000115594,chr2,+,IL1R1,102064544,102179874
ENSG00000145642,chr5,+,FAM159B,64690308,64718090
ENSG00000129933,chr19,+,MAU2,19320681,19358755
ENSG00000164929,chr8,+,BAALC,103140710,103230305
ENSG00000167377,chr16,-,ZNF23,71447597,71463095
ENSG00000152804,chr10,+,HHEX,92689951,92695646
ENSG00000141349,chr17,+,G6PC3,44070735,44076344
ENSG00000122971,chr12,+,ACADS,120725735,120740008
ENSG00000185069,chr12,-,KRT76,52768155,52777345
ENSG00000161813,chr12,+,LARP4,50392383,50480004
ENSG00000118156,chr19,-,ZNF541,47520685,47555856
ENSG00000278023,chr17,-,RDM1,35918066,35930773
ENSG00000119913,chr10,+,TECTB,112283735,112305035
ENSG00000186115,chr19,-,CYP4F2,15878023,15898120
ENSG00000100767,chr14,+,PAPLN,73237497,73274640
ENSG00000142197,chr21,+,DOPEY2,36156782,36294274
ENSG00000184702,chr22,+,SEPT5,19714464,19724772
ENSG00000184304,chr14,-,PRKD1,29576479,30191898
ENSG00000163530,chr3,-,DPPA2,109293788,109316517
ENSG00000165995,chr10,+,CACNB2,18140677,18541869
ENSG00000135972,chr2,+,MRPS9,105037983,105099960
ENSG00000189007,chr6,-,ADAT2,143422832,143450673
ENSG00000127884,chr10,-,ECHS1,133362480,133373689
ENSG00000175634,chr11,+,RPS6KB2,67428460,67435408
ENSG00000227500,chr19,+,SCAMP4,1905214,1926013
ENSG00000134152,chr15,-,KATNBL1,34140674,34210096
ENSG00000196305,chr9,-,IARS,92210207,92293756
ENSG00000204301,chr6,-,NOTCH4,32194843,32224067
ENSG00000188158,chrX,+,NHS,17375420,17735994
ENSG00000181666,chr19,+,HKR1,37312837,37369365
ENSG00000110107,chr11,-,PRPF19,60890730,60906588
ENSG00000178685,chr8,-,PARP10,143977153,144012772
ENSG00000159377,chr1,+,PSMB4,151399534,151401944
ENSG00000181009,chr11,-,OR52N5,5777634,5778667
ENSG00000141076,chr16,+,CIRH1A,69131291,69231130
ENSG00000114861,chr3,-,FOXP1,70954693,71583989
ENSG00000148444,chr10,+,COMMD3,22315974,22320308
ENSG00000179632,chr8,+,MAF1,144104499,144107611
ENSG00000156931,chr3,+,VPS8,184812143,185052614
ENSG00000178201,chr19,-,VN1R1,57454790,57457142
ENSG00000172466,chr18,-,ZNF24,35332212,35345482
ENSG00000243543,chr20,-,WFDC6,45534196,45539495
ENSG00000186652,chr11,-,PRG2,57386794,57390657
ENSG00000102786,chr13,-,INTS6,51354077,51454264
ENSG00000068903,chr19,-,SIRT2,38878555,38899862
ENSG00000163517,chr3,+,HDAC11,13479724,13506424
ENSG00000172188,chr11,-,OR4C11,55603354,55604398
ENSG00000158966,chr1,+,CACHD1,64470792,64693058
ENSG00000152433,chr19,+,ZNF547,57363477,57379565
ENSG00000213465,chr11,+,ARL2,65014113,65022184
ENSG00000187581,chr14,+,COX8C,93347191,93348356
ENSG00000124422,chr17,-,USP22,20999593,21043760
ENSG00000153774,chr16,-,CFDP1,75293698,75433485
ENSG00000164344,chr4,+,KLKB1,186208979,186258471
ENSG00000133627,chr7,+,ACTR3B,152759749,152855378
ENSG00000169682,chr16,+,SPNS1,28974221,28984548
ENSG00000157500,chr3,+,APPL1,57227737,57273468
ENSG00000124356,chr2,+,STAMBP,73828916,73873659
ENSG00000102359,chrX,+,SRPX2,100644218,100671299
ENSG00000111602,chr12,-,TIMELESS,56416373,56449403
ENSG00000184302,chr14,+,SIX6,60508951,60512850
ENSG00000008256,chr7,-,CYTH3,6161776,6272644
ENSG00000185624,chr17,-,P4HB,81843159,81860694
ENSG00000171160,chr10,-,MORN4,97614553,97633500
ENSG00000176393,chr1,+,RNPEP,201982372,202006147
ENSG00000247746,chrX,-,USP51,55484616,55489202
ENSG00000164414,chr6,+,SLC35A1,87470623,87512336
ENSG00000162642,chr1,-,C1orf52,85249953,85259672
ENSG00000146809,chr7,+,ASB15,123567010,123639481
ENSG00000215217,chr5,-,C5orf49,7830378,7851490
ENSG00000154556,chr4,-,SORBS2,185585444,185956652
ENSG00000115155,chr2,-,OTOF,26457203,26558698
ENSG00000213551,chr10,-,DNAJC9,73183362,73248862
ENSG00000249242,chr4,-,TMEM150C,82483170,82562357
ENSG00000177951,chr11,-,BET1L,167784,207428
ENSG00000184083,chrX,-,FAM120C,54068324,54183281
ENSG00000154001,chr14,-,PPP2R5E,63371357,63543374
ENSG00000135047,chr9,+,CTSL,87725519,87731393
ENSG00000109321,chr4,+,AREG,74445134,74455009
ENSG00000142784,chr1,+,WDTC1,27234516,27308633
ENSG00000163704,chr3,-,PRRT3,9945542,9952394
ENSG00000137075,chr9,-,RNF38,36336396,36487548
ENSG00000141469,chr18,+,SLC14A1,45724127,45752520
ENSG00000169507,chr2,-,SLC38A11,164896186,164955525
ENSG00000128731,chr15,-,HERC2,28111040,28322152
ENSG00000068784,chr2,-,SRBD1,45388680,45612165
ENSG00000188295,chr1,-,ZNF669,247099962,247104372
ENSG00000104894,chr19,+,CD37,49335171,49343335
ENSG00000120889,chr8,-,TNFRSF10B,23020133,23069179
ENSG00000075886,chr2,+,TUBA3D,131476093,131482934
ENSG00000129003,chr15,-,VPS13C,61852389,62060473
ENSG00000105063,chr19,-,PPP6R1,55229780,55258995
ENSG00000100359,chr22,+,SGSM3,40370591,40410289
ENSG00000101452,chr20,+,DHX35,38962299,39039723
ENSG00000274897,chr11,+,PANO1,797511,799190
ENSG00000124766,chr6,+,SOX4,21592769,21598619
ENSG00000165195,chrX,-,PIGA,15319451,15335580
ENSG00000185009,chr10,-,AP3M1,74120255,74151063
ENSG00000185101,chr11,-,ANO9,417933,442011
ENSG00000113391,chr5,-,FAM172A,93618069,94111699
ENSG00000050767,chr5,-,COL23A1,178237618,178590555
ENSG00000183269,chr11,-,OR52E8,5856674,5857734
ENSG00000153786,chr16,-,ZDHHC7,84974181,85011535
ENSG00000165807,chr14,+,PPP1R36,64549902,64589380
ENSG00000157470,chr15,+,FAM81A,59372693,59523549
ENSG00000143458,chr1,+,GABPB2,151070578,151125542
ENSG00000158125,chr2,-,XDH,31334321,31414715
ENSG00000168096,chr16,-,ANKS3,4696510,4734378
ENSG00000231824,chr18,-,C18orf42,5145285,5197503
ENSG00000137497,chr11,-,NUMA1,72002864,72080693
ENSG00000168955,chr2,-,TM4SF20,227362156,227381995
ENSG00000112893,chr5,+,MAN2A1,109689366,109869625
ENSG00000074695,chr18,-,LMAN1,59327823,59359962
ENSG00000197054,chr19,+,ZNF763,11965037,11980381
ENSG00000137875,chr15,-,BCL2L10,52109263,52112775
ENSG00000138675,chr4,+,FGF5,80266599,80336680
ENSG00000152910,chr16,+,CNTNAP4,76277278,76559238
ENSG00000187147,chr1,+,RNF220,44405194,44651724
ENSG00000116852,chr1,-,KIF21B,200969390,201023700
ENSG00000104872,chr19,-,PIH1D1,49446298,49453497
ENSG00000227057,chr6,-,WDR46,33279108,33289527
ENSG00000167419,chr17,+,LPO,58218548,58268518
ENSG00000162065,chr16,+,TBC1D24,2475118,2505734
ENSG00000165802,chr9,-,NSMF,137447570,137459334
ENSG00000166822,chr16,-,TMEM170A,75443054,75465497
ENSG00000132256,chr11,-,TRIM5,5663557,5938619
ENSG00000162298,chr11,-,SYVN1,65121780,65134533
ENSG00000152683,chr2,+,SLC30A6,32165841,32224379
ENSG00000147255,chrX,-,IGSF1,131273506,131578899
ENSG00000138316,chr10,+,ADAMTS14,70672803,70762441
ENSG00000131473,chr17,-,ACLY,41866908,41930542
ENSG00000101180,chr20,-,HRH3,62214970,62220267
ENSG00000143537,chr1,+,ADAM15,155050566,155062775
ENSG00000090612,chr12,+,ZNF268,133181409,133214831
ENSG00000183230,chr10,-,CTNNA3,65912518,67696169
