chromosome,start,end,orientation,name,wbid,gname
chrIV,12903951,12906600,-,K08D8.3,WBGene00010657,
chrIV,12907445,12909974,-,K08D8.4,WBGene00010658,
chrIV,12910621,12912112,-,K08D8.5,WBGene00010659,
chrIV,12887036,12890486,-,K08D8.6,WBGene00010660,
chrIV,12896674,12898640,+,K08D8.7,WBGene00185092,
chrIV,12899684,12899989,+,K08D8.9,WBGene00194918,
chrV,3227794,3230126,+,K08D9.2,WBGene00019524,
chrV,3210189,3223219,+,K08D9.3,WBGene00000168,apx-1
chrV,3198550,3200530,-,K08D9.4,WBGene00019525,
chrV,3223612,3227056,-,K08D9.5,WBGene00019526,
chrV,3231396,3234985,-,K08D9.6,WBGene00019527,
chrIII,13744121,13747186,+,K08E3.1,WBGene00010661,tyr-2
chrIII,13752368,13755760,+,K08E3.10,WBGene00023451,mlc-7
chrIII,13747321,13748585,-,K08E3.2,WBGene00010662,
chrIII,13755841,13759350,+,K08E3.3,WBGene00010663,toca-2
chrIII,13759344,13761968,-,K08E3.4,WBGene00010664,
chrIII,13763963,13767993,-,K08E3.5,WBGene00010665,
chrIII,13768440,13771141,-,K08E3.6,WBGene00000875,cyk-4
chrIII,13771347,13773257,+,K08E3.7,WBGene00003967,pdr-1
chrIII,13773353,13778829,+,K08E3.8,WBGene00007025,mdt-29
chrIV,12051462,12055949,+,K08E4.1,WBGene00005015,spt-5
chrIV,12055648,12056626,-,K08E4.2,WBGene00010666,
chrIV,12057604,12059930,+,K08E4.3,WBGene00010667,
chrIV,12066550,12066862,-,K08E4.4,WBGene00010668,
chrIV,12071529,12074892,+,K08E4.5,WBGene00010669,bath-37
chrIV,12077079,12078142,-,K08E4.6,WBGene00010670,
chrIV,12075795,12076927,+,K08E4.7,WBGene00045036,
chrIV,12060375,12061307,-,K08E4.8,WBGene00045283,
chrIII,10141380,10143231,-,K08E5.1,WBGene00014801,
chrIII,10152704,10157829,+,K08E5.2,WBGene00003519,nac-3
chrIII,10160599,10183440,+,K08E5.3,WBGene00003482,mua-3
chrIII,10158936,10160391,-,K08E5.5,WBGene00077703,
chrIII,10140941,10141337,+,K08E5.6,WBGene00195174,
chrIV,12563752,12565962,-,K08E7.1,WBGene00010671,eak-7
chrIV,12564662,12567205,-,K08E7.2,WBGene00002002,hsb-1
chrIV,12567833,12570601,+,K08E7.3,WBGene00002368,let-99
chrIV,12570578,12571198,-,K08E7.4,WBGene00010672,
chrIV,12573346,12578822,+,K08E7.5,WBGene00010673,
chrIV,12579031,12581104,-,K08E7.6,WBGene00010674,
chrIV,12586462,12590404,-,K08E7.7,WBGene00000841,cul-6
chrIV,12585172,12586105,-,K08E7.8,WBGene00010675,
chrIV,12591672,12599146,-,K08E7.9,WBGene00003995,pgp-1
chrIV,4724854,4725305,+,K08F11.1,WBGene00019541,
chrIV,4706769,4710748,-,K08F11.3,WBGene00019543,cif-1
chrIV,4710855,4712506,-,K08F11.4,WBGene00006968,yars-1
chrIV,4712818,4715801,-,K08F11.5,WBGene00019544,miro-1
chrIV,10122098,10126653,-,K08F4.1,WBGene00010676,
chrIV,10139358,10140221,-,K08F4.11,WBGene00001751,gst-3
chrIV,10138102,10139082,+,K08F4.12,WBGene00010680,
chrIV,10126535,10128934,-,K08F4.2,WBGene00010677,
chrIV,10129253,10130225,+,K08F4.3,WBGene00010678,
chrIV,10130344,10133255,+,K08F4.4,WBGene00001621,glt-3
chrIV,10134910,10135892,-,K08F4.5,WBGene00010679,
chrIV,10140308,10141491,-,K08F4.6,WBGene00001750,gst-2
chrIV,10142140,10143079,+,K08F4.7,WBGene00001752,gst-4
chrIV,10143290,10143753,-,K08F4.8,WBGene00003434,msp-38
chrIV,10145225,10146203,+,K08F4.9,WBGene00000975,dhs-12
chrII,8743673,8747182,+,K08F8.1,WBGene00010681,mak-1
chrII,8751933,8753886,+,K08F8.2,WBGene00000220,atf-2
chrII,8756237,8758669,-,K08F8.3,WBGene00001505,fut-1
chrII,8762613,8765156,-,K08F8.4,WBGene00000240,pah-1
chrII,8767130,8769252,+,K08F8.5,WBGene00010682,
chrII,8770920,8781966,+,K08F8.6,WBGene00002295,let-19
chrII,8754017,8755176,-,K08F8.7,WBGene00010683,
chrV,15137256,15139890,-,K08F9.1,WBGene00010684,
chrV,15134166,15136786,-,K08F9.2,WBGene00010685,aipl-1
chrV,15142691,15143733,+,K08F9.3,WBGene00010686,
chrV,15144047,15146414,+,K08F9.4,WBGene00010687,
chrV,15848069,15850554,-,K08G2.12,WBGene00005363,srh-147
chrV,15839948,15841176,-,K08G2.13,WBGene00005365,srh-149
chrV,15856809,15858384,-,K08G2.5,WBGene00005364,srh-148
chrV,15861433,15862680,-,K08G2.7,WBGene00010688,srz-12
chrV,15866120,15867314,+,K08G2.8,WBGene00005497,srh-293
chrV,15863323,15864439,+,K08G2.9,WBGene00005503,srh-299
chrV,10011847,10023212,+,K08H10.1,WBGene00002263,lea-1
chrV,10001094,10002540,+,K08H10.10,WBGene00077491,
chrV,10004668,10007459,+,K08H10.4,WBGene00010697,uda-1
chrV,9993708,9995859,-,K08H10.6,WBGene00010698,
chrV,9987891,9991618,-,K08H10.7,WBGene00004323,rde-1
chrV,9991828,9992768,+,K08H10.9,WBGene00010699,trpp-6
chrX,13225763,13226595,-,K08H2.1,WBGene00004827,skr-21
chrX,13259183,13260829,+,K08H2.10,WBGene00164968,
chrX,13234030,13234888,-,K08H2.2,WBGene00010689,
chrX,13237353,13238408,+,K08H2.3,WBGene00010690,
chrX,13238582,13239934,+,K08H2.4,WBGene00010691,
chrX,13241040,13242209,-,K08H2.5,WBGene00010692,
chrX,13245321,13246975,+,K08H2.6,WBGene00001995,hpl-1
chrX,13247194,13248364,-,K08H2.7,WBGene00010693,
chrX,13251895,13256152,+,K08H2.8,WBGene00003626,nhr-32
chrX,13228437,13232259,-,K08H2.9,WBGene00010694,
chrX,13262431,13264518,+,K09A11.1,WBGene00010704,
chrX,13265012,13267269,-,K09A11.2,WBGene00010705,cyp-14A1
chrX,13267536,13269628,-,K09A11.3,WBGene00010706,cyp-14A2
chrX,13271808,13274149,-,K09A11.4,WBGene00010707,cyp-14A3
chrX,13275246,13278907,-,K09A11.5,WBGene00010708,phf-33
chrX,15607901,15611743,+,K09A9.1,WBGene00010700,nipi-3
chrX,15604697,15606567,-,K09A9.2,WBGene00004276,rab-14
chrX,15600997,15603695,+,K09A9.3,WBGene00010701,ent-2
chrX,15591300,15595286,+,K09A9.4,WBGene00010702,usp-33
chrX,15586745,15590329,-,K09A9.5,WBGene00001520,gas-1
chrX,15577402,15586748,+,K09A9.6,WBGene00010703,
chrX,15596147,15596662,-,K09A9.8,WBGene00194849,
chrIV,13416768,13421501,+,K09B11.1,WBGene00004029,pik-1
chrIV,13434218,13445285,-,K09B11.10,WBGene00010714,mam-3
chrIV,13422474,13429350,+,K09B11.2,WBGene00010709,nol-9
chrIV,13429516,13429944,+,K09B11.4,WBGene00010711,
chrIV,13431218,13434044,-,K09B11.5,WBGene00010712,
chrIV,13446008,13454774,-,K09B11.9,WBGene00010713,uso-1
chrIV,3794762,3796262,+,K09B3.1,WBGene00019545,
chrX,3298870,3301629,+,K09C4.1,WBGene00019547,
chrX,3275997,3280187,-,K09C4.10,WBGene00019554,
chrX,3297644,3298019,+,K09C4.2,WBGene00019548,
chrX,3289473,3290927,+,K09C4.4,WBGene00019549,
chrX,3282599,3285711,+,K09C4.5,WBGene00019550,
chrX,3274745,3275601,+,K09C4.6,WBGene00019551,
chrX,3272718,3273143,+,K09C4.7,WBGene00019552,
chrX,3267283,3270851,-,K09C4.8,WBGene00006308,sul-1
chrX,3271341,3271761,-,K09C4.9,WBGene00019553,
chrV,859121,862060,+,K09C6.1,WBGene00019555,
chrV,839422,839935,+,K09C6.10,WBGene00044778,
chrV,856850,858454,+,K09C6.2,WBGene00019556,
chrV,852488,853168,+,K09C6.3,WBGene00019557,
chrV,849813,851333,+,K09C6.4,WBGene00019558,srbc-12
chrV,846716,848859,+,K09C6.5,WBGene00019559,srbc-13
chrV,844451,845374,+,K09C6.6,WBGene00019560,
chrV,835804,838385,-,K09C6.7,WBGene00019561,
chrV,840237,843198,-,K09C6.8,WBGene00019562,
chrV,853465,855077,-,K09C6.9,WBGene00019563,
chrX,10954068,10958322,+,K09C8.1,WBGene00003943,pbo-4
chrX,10959502,10960871,+,K09C8.2,WBGene00010715,
chrX,10960916,10964659,-,K09C8.3,WBGene00003529,nas-10
chrX,10966488,10969832,+,K09C8.4,WBGene00010716,lge-1
chrX,10972106,10979199,-,K09C8.5,WBGene00004257,pxn-2
chrX,10958695,10959102,+,K09C8.6,WBGene00003757,nlp-19
chrX,10950623,10951251,-,K09C8.7,WBGene00010717,
chrX,10970847,10972102,+,K09C8.8,WBGene00010718,
chrX,10967311,10967729,-,K09C8.9,WBGene00164969,
chrV,4025076,4026189,+,K09D9.1,WBGene00019564,
chrV,3994765,3995923,-,K09D9.10,WBGene00005953,srx-62
chrV,3997109,4001450,-,K09D9.11,WBGene00019568,
chrV,4002102,4005168,-,K09D9.12,WBGene00019569,
chrV,4017065,4019011,+,K09D9.13,WBGene00005836,srw-89
chrV,4022604,4024458,+,K09D9.2,WBGene00019565,cyp-35A3
chrV,4019473,4020586,+,K09D9.3,WBGene00019566,
chrV,4010455,4011951,+,K09D9.6,WBGene00005230,srh-4
chrV,4008212,4009803,+,K09D9.7,WBGene00005233,srh-7
chrV,4005552,4007502,+,K09D9.8,WBGene00005234,srh-8
chrV,3992640,3994165,-,K09D9.9,WBGene00019567,
chrIV,12304442,12307798,-,K09E10.1,WBGene00019579,oac-57
chrIV,12308271,12311584,-,K09E10.2,WBGene00019580,oac-58
chrX,8681858,8686094,+,K09E2.1,WBGene00019570,
chrX,8673008,8681601,+,K09E2.2,WBGene00019571,
chrX,8676575,8677917,+,K09E2.3,WBGene00019572,
chrX,8661224,8671734,+,K09E2.4,WBGene00004369,rig-1
chrX,17117585,17117914,+,K09E3.2,WBGene00019574,
chrX,17119195,17120189,+,K09E3.4,WBGene00019575,
chrX,17109346,17110551,-,K09E3.5,WBGene00019576,
chrX,17113891,17115103,-,K09E3.6,WBGene00019577,
chrX,17131273,17134453,-,K09E3.7,WBGene00019578,
chrII,14137755,14139994,+,K09E4.1,WBGene00010719,
chrII,14127605,14132760,-,K09E4.2,WBGene00010720,
chrII,14123868,14126868,-,K09E4.3,WBGene00010721,
chrII,14114137,14122090,-,K09E4.4,WBGene00010722,
chrII,14104698,14108428,+,K09E4.5,WBGene00001805,gur-4
chrII,14108052,14109146,-,K09E4.6,WBGene00010723,cpg-7
chrX,15620421,15626552,+,K09E9.1,WBGene00010724,
chrX,15613737,15616453,-,K09E9.2,WBGene00010725,erv-46
chrX,15611756,15613723,-,K09E9.3,WBGene00010726,
chrX,15628731,15630348,-,K09E9.4,WBGene00044143,
chrX,15641346,15642585,+,K09E9.7,WBGene00194664,
chrX,7739602,7741855,+,K09F5.1,WBGene00019582,
chrX,7727850,7733257,+,K09F5.2,WBGene00006925,vit-1
chrX,7725904,7726337,+,K09F5.3,WBGene00004999,spp-14
chrX,7710119,7710665,-,K09F5.4,WBGene00019583,
chrX,7733288,7736222,-,K09F5.5,WBGene00019584,set-12
chrX,7719221,7725528,+,K09F5.6,WBGene00044698,
chrII,2287291,2290082,-,K09F6.10,WBGene00019593,
chrII,2280055,2280585,+,K09F6.11,WBGene00044361,
chrII,2256311,2261172,+,K09F6.3,WBGene00019586,
chrII,2262202,2265440,-,K09F6.4,WBGene00019587,
chrII,2272067,2273389,-,K09F6.5,WBGene00019588,
chrII,2274881,2279151,-,K09F6.6,WBGene00019589,
chrII,2290901,2292189,-,K09F6.7,WBGene00019590,
chrII,2294661,2296108,-,K09F6.8,WBGene00019591,fbxc-25
chrII,2280683,2282881,-,K09F6.9,WBGene00019592,
chrV,9583572,9590499,+,K09G1.1,WBGene00010727,
chrV,9590609,9591232,+,K09G1.2,WBGene00010728,
chrV,9597327,9597542,-,K09G1.3,WBGene00010729,
chrV,9608538,9614918,+,K09G1.4,WBGene00001053,dop-2
chrV,5747801,5752017,+,K09H11.1,WBGene00019599,
chrV,5716910,5717056,+,K09H11.10,WBGene00044540,
chrV,5754444,5755542,-,K09H11.11,WBGene00044541,
chrV,5717867,5722071,+,K09H11.3,WBGene00019600,rga-3
chrV,5723063,5726529,-,K09H11.4,WBGene00019601,
chrV,5727786,5728341,-,K09H11.5,WBGene00019602,
chrV,5734895,5735928,-,K09H11.6,WBGene00019603,
chrV,5752447,5753516,-,K09H11.7,WBGene00019604,
chrV,5714744,5716596,-,K09H11.9,WBGene00044539,
chrI,3152837,3155570,+,K09H9.1,WBGene00019594,
chrI,3147998,3150349,+,K09H9.2,WBGene00019595,
chrI,3137190,3138448,+,K09H9.3,WBGene00000626,col-49
chrI,3141707,3143177,-,K09H9.5,WBGene00019597,
chrI,3144413,3147861,-,K09H9.6,WBGene00003062,lpd-6
chrI,3150411,3152005,-,K09H9.7,WBGene00019598,
chrI,3138541,3140603,-,K09H9.8,WBGene00045387,
chrII,6371273,6374502,+,K10B2.1,WBGene00003009,lin-23
chrII,6366959,6369178,+,K10B2.2,WBGene00019605,
chrII,6365706,6366916,+,K10B2.3,WBGene00019606,clec-88
chrII,6360251,6360927,-,K10B2.4,WBGene00019607,
chrII,6361130,6365272,-,K10B2.5,WBGene00019608,ani-2
chrX,3135483,3136640,+,K10B3.1,WBGene00019609,
chrX,3117431,3127063,-,K10B3.10,WBGene00004951,spc-1
chrX,3103229,3106269,-,K10B3.5,WBGene00019611,
chrX,3106115,3111331,-,K10B3.6,WBGene00019612,
chrX,3112073,3113372,-,K10B3.7,WBGene00001685,gpd-3
chrX,3113429,3114681,-,K10B3.8,WBGene00001684,gpd-2
chrX,3113424,3116586,-,K10B3.9,WBGene00003124,mai-1
chrII,135466,139594,+,K10B4.1,WBGene00019613,
chrII,117216,118691,+,K10B4.2,WBGene00019614,srt-54
chrII,114429,121219,-,K10B4.3,WBGene00019615,
chrII,123339,125004,-,K10B4.4,WBGene00019616,nmur-2
chrII,126938,128706,-,K10B4.5,WBGene00005081,srd-3
chrII,130983,133592,-,K10B4.6,WBGene00000857,cwn-1
chrX,6420999,6430573,-,K10C2.1,WBGene00019617,
chrX,6432274,6433751,-,K10C2.2,WBGene00019618,
chrX,6444148,6446701,-,K10C2.3,WBGene00019619,asp-14
chrX,6446612,6448962,-,K10C2.4,WBGene00019620,fah-1
chrX,6449999,6450902,-,K10C2.5,WBGene00001715,grl-6
chrX,6451326,6451822,+,K10C2.6,WBGene00019621,
chrX,6442684,6443404,-,K10C2.7,WBGene00019622,
chrX,6436402,6437608,-,K10C2.8,WBGene00045265,
chrI,9850011,9851784,-,K10C3.2,WBGene00010730,ensa-1
chrI,9847398,9850404,+,K10C3.3,WBGene00006978,zig-1
chrI,9860494,9862394,+,K10C3.4,WBGene00010731,
chrI,9863579,9869091,+,K10C3.5,WBGene00010732,
chrI,9869654,9874667,+,K10C3.6,WBGene00003639,nhr-49
chrV,12692469,12695237,-,K10C8.1,WBGene00010734,parn-1
chrV,12690488,12692441,+,K10C8.2,WBGene00010735,frpr-15
chrV,12697132,12704256,+,K10C8.3,WBGene00010736,istr-1
chrV,12696207,12696860,+,K10C8.4,WBGene00010737,
chrV,1075201,1079771,+,K10C9.1,WBGene00019623,
chrV,1061594,1067909,+,K10C9.3,WBGene00019624,
chrV,1050127,1053015,-,K10C9.4,WBGene00019625,
chrV,1062589,1064592,-,K10C9.6,WBGene00006129,str-67
chrV,1065680,1067674,-,K10C9.7,WBGene00019626,
chrV,1056549,1058988,-,K10C9.8,WBGene00006255,str-224
chrV,1054605,1055774,-,K10C9.9,WBGene00044515,
chrIV,12976269,12978320,+,K10D11.1,WBGene00010745,dod-17
chrIV,12978993,12981916,+,K10D11.2,WBGene00010746,
chrIV,12982096,12986064,-,K10D11.3,WBGene00010747,
chrIV,12992133,12994438,-,K10D11.4,WBGene00010748,
chrIV,12989661,12991780,-,K10D11.5,WBGene00010749,
chrIV,12986700,12989409,-,K10D11.6,WBGene00010750,
chrIV,12994652,12995900,-,K10D11.7,WBGene00045198,
chrIII,5191092,5196680,+,K10D2.1,WBGene00019627,
chrIII,5185879,5188608,+,K10D2.2,WBGene00019628,pup-2
chrIII,5173906,5180471,+,K10D2.3,WBGene00019629,cid-1
chrIII,5173398,5173772,+,K10D2.4,WBGene00019630,emb-1
chrIII,5172696,5173297,+,K10D2.5,WBGene00019631,
chrIII,5196639,5199649,-,K10D2.6,WBGene00001262,emb-8
chrIII,5196015,5196670,+,K10D2.7,WBGene00019633,
chrIII,5188687,5190136,+,K10D2.8,WBGene00189952,
chrI,7117807,7121544,+,K10D3.1,WBGene00001614,glr-3
chrI,7122604,7128422,-,K10D3.2,WBGene00006753,unc-14
chrI,7132497,7134328,+,K10D3.3,WBGene00006394,taf-11.2
chrI,7134737,7139972,-,K10D3.4,WBGene00010738,
chrI,7116096,7116705,-,K10D3.6,WBGene00010740,
chrV,11191263,11193621,+,K10D6.1,WBGene00010741,lgc-49
chrV,11193717,11195986,-,K10D6.2,WBGene00010742,
chrV,11200647,11201426,+,K10D6.3,WBGene00010743,
chrV,11201887,11216758,+,K10D6.4,WBGene00010744,
chrIII,365948,377557,+,K10F12.3,WBGene00004045,pll-1
chrIII,377954,381297,-,K10F12.4,WBGene00019636,gsto-3
chrIII,398729,399391,-,K10F12.6,WBGene00019638,
chrIII,381899,382569,-,K10F12.7,WBGene00019639,
chrV,17273499,17274992,+,K10G4.10,WBGene00044202,
chrV,17260649,17262055,-,K10G4.2,WBGene00005794,srw-47
chrV,17264041,17265320,-,K10G4.3,WBGene00010752,
chrV,17298316,17301450,-,K10G4.5,WBGene00010754,
chrV,17287358,17288641,+,K10G4.9,WBGene00005777,srw-30
chrII,3982576,3986967,+,K10G6.1,WBGene00003017,lin-31
chrII,3976276,3977807,+,K10G6.2,WBGene00019640,dos-2
chrII,3961692,3972141,+,K10G6.3,WBGene00004751,sea-2
chrII,3972823,3974971,-,K10G6.4,WBGene00019641,
chrII,3987284,3988189,+,K10G6.5,WBGene00044381,
chrIII,10295043,10298586,+,K10G9.1,WBGene00010755,vglu-2
chrIII,10285832,10288520,+,K10G9.2,WBGene00010756,
chrIII,10279038,10281385,+,K10G9.3,WBGene00010757,pad-2
chrII,14489725,14492825,+,K10H10.1,WBGene00010758,vnut-1
chrII,14507993,14510087,+,K10H10.10,WBGene00010765,
chrII,14504941,14506259,-,K10H10.12,WBGene00045403,
chrII,14510152,14511214,-,K10H10.13,WBGene00194888,
chrII,14492752,14494439,-,K10H10.2,WBGene00010759,cysl-2
chrII,14497951,14499611,+,K10H10.3,WBGene00000972,dhs-8
chrII,14500409,14501588,+,K10H10.4,WBGene00010760,
chrII,14501672,14502468,+,K10H10.5,WBGene00010761,
chrII,14503222,14504844,+,K10H10.6,WBGene00010762,
chrII,14507014,14507561,-,K10H10.7,WBGene00010763,
chrII,14513309,14515401,-,K10H10.9,WBGene00010764,
chrI,14794886,14797156,+,K11B4.1,WBGene00010766,
chrI,14797649,14798665,+,K11B4.2,WBGene00010767,
chrV,6896981,6898478,+,K11C4.1,WBGene00019642,
chrV,6895070,6896768,+,K11C4.2,WBGene00019643,
chrV,6881326,6891385,+,K11C4.3,WBGene00006803,unc-70
chrV,6898523,6900205,-,K11C4.4,WBGene00003844,odc-1
chrV,6901669,6929020,-,K11C4.5,WBGene00006801,unc-68
chrV,5053604,5056458,+,K11D12.1,WBGene00000862,cwp-4
chrV,5056364,5064788,-,K11D12.10,WBGene00003374,mlk-1
chrV,5036636,5037998,-,K11D12.11,WBGene00019650,
chrV,5052258,5053477,+,K11D12.12,WBGene00019651,
chrV,5033338,5034160,+,K11D12.13,WBGene00044535,
chrV,5049539,5052200,+,K11D12.2,WBGene00004136,pqn-51
chrV,5019209,5022354,+,K11D12.3,WBGene00005655,srr-4
chrV,5023723,5027710,-,K11D12.4,WBGene00019644,cpt-4
chrV,5029309,5030796,-,K11D12.5,WBGene00019645,swt-7
chrV,5034513,5035154,-,K11D12.6,WBGene00019646,
chrV,5035237,5036451,-,K11D12.7,WBGene00019647,
chrV,5039408,5040982,-,K11D12.8,WBGene00019648,
chrV,5042365,5046188,-,K11D12.9,WBGene00019649,
chrI,12497450,12504928,+,K11D2.1,WBGene00010768,
chrI,12505088,12508054,+,K11D2.2,WBGene00010769,asah-1
chrI,12508439,12513441,+,K11D2.3,WBGene00006829,unc-101
chrI,12519184,12527543,+,K11D2.4,WBGene00010770,
chrI,12513509,12518687,+,K11D2.5,WBGene00010771,
chrIII,10805831,10810902,+,K11D9.1,WBGene00002219,klp-7
chrIII,10811667,10822342,-,K11D9.2,WBGene00004736,sca-1
chrIII,10796612,10802113,-,K11D9.3,WBGene00010772,
chrX,13714088,13716214,+,K11E4.1,WBGene00010773,
chrX,13717521,13719148,+,K11E4.2,WBGene00010774,
chrX,13719138,13722848,-,K11E4.3,WBGene00010775,poml-1
chrX,13727229,13734480,+,K11E4.4,WBGene00010776,pix-1
chrX,13747247,13751727,+,K11E4.5,WBGene00003661,nhr-71
chrX,13724595,13725934,+,K11E4.6,WBGene00077679,
chrIV,10324248,10348944,-,K11E8.1,WBGene00006779,unc-43
chrX,6713538,6716355,+,K11G12.1,WBGene00003530,nas-11
chrX,6702653,6709263,+,K11G12.2,WBGene00000042,acr-2
chrX,6716319,6718425,-,K11G12.3,WBGene00004877,smf-2
chrX,6719630,6723029,-,K11G12.4,WBGene00004876,smf-1
chrX,6723440,6725631,-,K11G12.5,WBGene00019656,
chrX,6725742,6729618,-,K11G12.6,WBGene00019657,
chrX,6709499,6712887,+,K11G12.7,WBGene00000043,acr-3
chrV,6676782,6679055,+,K11G9.1,WBGene00019652,
chrV,6674251,6676400,+,K11G9.2,WBGene00019653,
chrV,6669806,6672021,+,K11G9.3,WBGene00019654,
chrV,6679086,6681558,-,K11G9.4,WBGene00001210,egl-46
chrV,6685791,6688530,-,K11G9.5,WBGene00019655,
chrV,6691352,6691846,-,K11G9.6,WBGene00003473,mtl-1
chrIV,651815,653421,-,K11H12.1,WBGene00019658,
chrIV,676075,676687,+,K11H12.10,WBGene00044458,
chrIV,668914,670552,-,K11H12.11,WBGene00044723,
chrIV,653438,654582,-,K11H12.2,WBGene00004427,rpl-15
chrIV,671634,673480,-,K11H12.3,WBGene00019659,
chrIV,674038,675883,-,K11H12.4,WBGene00019660,
chrIV,677588,679171,+,K11H12.5,WBGene00019661,
chrIV,667398,668556,+,K11H12.6,WBGene00019662,
chrIV,665523,666915,+,K11H12.7,WBGene00019663,
chrIV,655384,658603,+,K11H12.8,WBGene00019664,
chrIV,649664,651792,+,K11H12.9,WBGene00019665,
chrIII,9853988,9859095,-,K11H3.1,WBGene00010778,gpdh-2
chrIII,9846371,9847434,+,K11H3.2,WBGene00010779,
chrIII,9851767,9853746,+,K11H3.3,WBGene00010780,
chrIII,9832866,9834524,+,K11H3.4,WBGene00010781,
chrIII,9843695,9845582,+,K11H3.5,WBGene00010782,
chrIII,9847537,9848029,-,K11H3.6,WBGene00010783,mrpl-36
chrIII,9860643,9863215,+,K11H3.7,WBGene00010784,twk-48
chrIII,9835105,9838224,+,K11H3.8,WBGene00185002,
chrV,6303754,6308315,+,K12B6.1,WBGene00019666,sago-1
chrV,6288891,6289639,+,K12B6.11,WBGene00195164,
chrV,6281342,6284848,+,K12B6.2,WBGene00019667,
chrV,6278988,6280129,+,K12B6.3,WBGene00019668,fil-2
chrV,6280315,6281147,-,K12B6.4,WBGene00019669,
chrV,6284903,6286417,-,K12B6.5,WBGene00005640,srn-1
chrV,6293903,6294325,-,K12B6.6,WBGene00019670,
chrV,6308794,6312065,-,K12B6.8,WBGene00019672,
chrV,6291434,6292538,-,K12B6.9,WBGene00023432,
chrI,1340743,1344696,-,K12C11.1,WBGene00019673,
chrI,1340680,1341260,+,K12C11.2,WBGene00004888,smo-1
chrI,1335377,1336872,+,K12C11.3,WBGene00019674,
chrI,1305577,1328447,+,K12C11.4,WBGene00003400,dapk-1
chrI,1332700,1334080,+,K12C11.5,WBGene00044896,
chrI,1337022,1338122,+,K12C11.6,WBGene00045052,
chrI,1338787,1339771,+,K12C11.7,WBGene00045053,
chrII,11875082,11880525,+,K12D12.1,WBGene00010785,top-2
chrII,11865460,11874651,-,K12D12.2,WBGene00003789,npp-3
chrII,11868472,11869625,+,K12D12.3,WBGene00000659,col-84
chrII,11863353,11865394,-,K12D12.4,WBGene00010786,
chrII,11860975,11863453,+,K12D12.5,WBGene00010787,
chrV,3014021,3016032,+,K12D9.1,WBGene00019675,
chrV,3008905,3010566,-,K12D9.10,WBGene00005883,srw-136
chrV,3022070,3024064,-,K12D9.12,WBGene00019676,irld-46
chrV,3018359,3021404,-,K12D9.14,WBGene00077758,irld-12
chrV,2990311,2991583,-,K12D9.3,WBGene00005868,srw-121
chrV,2992620,2993914,-,K12D9.4,WBGene00005862,srw-115
chrV,2994897,2996203,-,K12D9.5,WBGene00005867,srw-120
chrV,2998540,2999834,-,K12D9.7,WBGene00005866,srw-119
chrV,3004139,3006062,-,K12D9.9,WBGene00005859,srw-112
chrV,12226797,12236667,-,K12F2.1,WBGene00003515,myo-3
chrV,12213308,12225901,+,K12F2.2,WBGene00006874,vab-8
chrV,11875341,11879119,+,K12G11.1,WBGene00010788,sulp-4
chrV,11880049,11883141,+,K12G11.2,WBGene00010789,sulp-5
chrV,11888217,11889631,+,K12G11.3,WBGene00010790,sodh-1
chrV,11889700,11891175,-,K12G11.4,WBGene00010791,sodh-2
chrV,11891793,11893432,+,K12G11.5,WBGene00005967,srx-76
chrV,11894413,11895543,+,K12G11.6,WBGene00010792,
chrIII,8067224,8071356,+,K12H4.1,WBGene00000448,pros-1
chrIII,8047639,8048392,+,K12H4.2,WBGene00019677,
chrIII,8045966,8047545,+,K12H4.3,WBGene00019678,
chrIII,8044949,8045887,+,K12H4.4,WBGene00019679,
chrIII,8044415,8044845,+,K12H4.5,WBGene00019680,
chrIII,8042511,8042809,-,K12H4.6,WBGene00019681,
chrIII,8048358,8051089,-,K12H4.7,WBGene00019682,
chrIII,8071850,8080208,-,K12H4.8,WBGene00000939,dcr-1
chrII,2794943,2800600,-,K12H6.1,WBGene00003709,nhr-119
chrII,2822879,2823064,+,K12H6.10,WBGene00044368,
chrII,2816981,2819128,+,K12H6.11,WBGene00019690,set-13
chrII,2808172,2812872,+,K12H6.12,WBGene00019691,
chrII,2812687,2815549,-,K12H6.2,WBGene00019683,
chrII,2819440,2822495,-,K12H6.3,WBGene00001507,fut-4
chrII,2823418,2824274,-,K12H6.4,WBGene00019684,
chrII,2825667,2826603,-,K12H6.5,WBGene00019685,
chrII,2828588,2831238,-,K12H6.6,WBGene00019686,
chrII,2834958,2836633,-,K12H6.7,WBGene00019687,
chrII,2827902,2828608,+,K12H6.8,WBGene00019688,
chrII,2824419,2824951,+,K12H6.9,WBGene00019689,
chrIV,14436337,14444156,-,LLC1.1,WBGene00006606,tra-3
chrIV,14456880,14464071,+,LLC1.2,WBGene00010793,
chrIV,14464488,14469104,+,LLC1.3,WBGene00010794,dld-1
chrI,5563833,5566268,+,M01A10.1,WBGene00019692,
chrI,5546152,5561657,+,M01A10.2,WBGene00006594,tom-1
chrI,5549140,5550508,-,M01A10.3,WBGene00019693,ostd-1
chrI,5644750,5646373,+,M01A12.1,WBGene00000630,col-53
chrI,5643270,5644060,+,M01A12.4,WBGene00044616,
chrIII,9258676,9260143,+,M01A8.1,WBGene00010795,
chrIII,9260111,9268982,-,M01A8.2,WBGene00010796,clip-1
chrI,3069234,3070142,-,M01B12.3,WBGene00000205,arx-7
chrI,3070972,3084878,-,M01B12.4,WBGene00019697,
